0.000000	0.000000
0.001000	0.000000
0.002000	0.000002
0.003000	0.000006
0.004000	0.000012
0.005000	0.000020
0.006000	0.000030
0.007000	0.000042
0.008000	0.000056
0.009000	0.000072
0.010000	0.000090
0.011000	0.000110
0.012000	0.000132
0.013000	0.000156
0.014000	0.000182
0.015000	0.000210
0.016000	0.000240
0.017000	0.000272
0.018000	0.000306
0.019000	0.000342
0.020000	0.000380
0.021000	0.000420
0.022000	0.000462
0.023000	0.000506
0.024000	0.000552
0.025000	0.000600
0.026000	0.000650
0.027000	0.000702
0.028000	0.000756
0.029000	0.000812
0.030000	0.000870
0.031000	0.000929
0.032000	0.000991
0.033000	0.001055
0.034000	0.001121
0.035000	0.001189
0.036000	0.001259
0.037000	0.001331
0.038000	0.001405
0.039000	0.001481
0.040000	0.001559
0.041000	0.001638
0.042000	0.001720
0.043000	0.001804
0.044000	0.001890
0.045000	0.001978
0.046000	0.002067
0.047000	0.002159
0.048000	0.002253
0.049000	0.002349
0.050000	0.002446
0.051000	0.002546
0.052000	0.002648
0.053000	0.002751
0.054000	0.002857
0.055000	0.002965
0.056000	0.003074
0.057000	0.003186
0.058000	0.003299
0.059000	0.003415
0.060000	0.003532
0.061000	0.003652
0.062000	0.003773
0.063000	0.003896
0.064000	0.004022
0.065000	0.004149
0.066000	0.004278
0.067000	0.004410
0.068000	0.004543
0.069000	0.004678
0.070000	0.004815
0.071000	0.004954
0.072000	0.005096
0.073000	0.005239
0.074000	0.005384
0.075000	0.005531
0.076000	0.005679
0.077000	0.005830
0.078000	0.005983
0.079000	0.006138
0.080000	0.006295
0.081000	0.006453
0.082000	0.006614
0.083000	0.006777
0.084000	0.006941
0.085000	0.007108
0.086000	0.007276
0.087000	0.007446
0.088000	0.007619
0.089000	0.007793
0.090000	0.007969
0.091000	0.008147
0.092000	0.008327
0.093000	0.008509
0.094000	0.008693
0.095000	0.008879
0.096000	0.009067
0.097000	0.009257
0.098000	0.009448
0.099000	0.009642
0.100000	0.009837
0.101000	0.010035
0.102000	0.010234
0.103000	0.010435
0.104000	0.010639
0.105000	0.010844
0.106000	0.011051
0.107000	0.011260
0.108000	0.011470
0.109000	0.011683
0.110000	0.011898
0.111000	0.012114
0.112000	0.012333
0.113000	0.012553
0.114000	0.012776
0.115000	0.013000
0.116000	0.013226
0.117000	0.013454
0.118000	0.013684
0.119000	0.013915
0.120000	0.014149
0.121000	0.014384
0.122000	0.014622
0.123000	0.014861
0.124000	0.015102
0.125000	0.015345
0.126000	0.015590
0.127000	0.015837
0.128000	0.016086
0.129000	0.016336
0.130000	0.016589
0.131000	0.016843
0.132000	0.017099
0.133000	0.017357
0.134000	0.017617
0.135000	0.017879
0.136000	0.018143
0.137000	0.018408
0.138000	0.018675
0.139000	0.018945
0.140000	0.019216
0.141000	0.019489
0.142000	0.019763
0.143000	0.020040
0.144000	0.020318
0.145000	0.020599
0.146000	0.020881
0.147000	0.021165
0.148000	0.021450
0.149000	0.021738
0.150000	0.022027
0.151000	0.022319
0.152000	0.022612
0.153000	0.022907
0.154000	0.023203
0.155000	0.023502
0.156000	0.023802
0.157000	0.024104
0.158000	0.024408
0.159000	0.024714
0.160000	0.025021
0.161000	0.025331
0.162000	0.025642
0.163000	0.025955
0.164000	0.026270
0.165000	0.026586
0.166000	0.026905
0.167000	0.027225
0.168000	0.027547
0.169000	0.027870
0.170000	0.028196
0.171000	0.028523
0.172000	0.028852
0.173000	0.029183
0.174000	0.029515
0.175000	0.029850
0.176000	0.030186
0.177000	0.030524
0.178000	0.030863
0.179000	0.031205
0.180000	0.031548
0.181000	0.031893
0.182000	0.032239
0.183000	0.032588
0.184000	0.032938
0.185000	0.033289
0.186000	0.033643
0.187000	0.033998
0.188000	0.034355
0.189000	0.034714
0.190000	0.035075
0.191000	0.035437
0.192000	0.035801
0.193000	0.036166
0.194000	0.036534
0.195000	0.036903
0.196000	0.037274
0.197000	0.037646
0.198000	0.038020
0.199000	0.038396
0.200000	0.038774
0.201000	0.039153
0.202000	0.039534
0.203000	0.039916
0.204000	0.040301
0.205000	0.040687
0.206000	0.041074
0.207000	0.041464
0.208000	0.041855
0.209000	0.042247
0.210000	0.042642
0.211000	0.043038
0.212000	0.043435
0.213000	0.043835
0.214000	0.044236
0.215000	0.044638
0.216000	0.045042
0.217000	0.045448
0.218000	0.045856
0.219000	0.046265
0.220000	0.046676
0.221000	0.047088
0.222000	0.047502
0.223000	0.047918
0.224000	0.048335
0.225000	0.048754
0.226000	0.049175
0.227000	0.049597
0.228000	0.050020
0.229000	0.050446
0.230000	0.050873
0.231000	0.051301
0.232000	0.051731
0.233000	0.052163
0.234000	0.052596
0.235000	0.053031
0.236000	0.053467
0.237000	0.053905
0.238000	0.054345
0.239000	0.054786
0.240000	0.055229
0.241000	0.055673
0.242000	0.056119
0.243000	0.056566
0.244000	0.057015
0.245000	0.057466
0.246000	0.057918
0.247000	0.058371
0.248000	0.058826
0.249000	0.059283
0.250000	0.059741
0.251000	0.060200
0.252000	0.060662
0.253000	0.061124
0.254000	0.061589
0.255000	0.062054
0.256000	0.062521
0.257000	0.062990
0.258000	0.063460
0.259000	0.063932
0.260000	0.064405
0.261000	0.064880
0.262000	0.065356
0.263000	0.065834
0.264000	0.066313
0.265000	0.066793
0.266000	0.067275
0.267000	0.067759
0.268000	0.068244
0.269000	0.068730
0.270000	0.069218
0.271000	0.069707
0.272000	0.070198
0.273000	0.070690
0.274000	0.071184
0.275000	0.071679
0.276000	0.072175
0.277000	0.072673
0.278000	0.073172
0.279000	0.073673
0.280000	0.074175
0.281000	0.074678
0.282000	0.075183
0.283000	0.075690
0.284000	0.076197
0.285000	0.076706
0.286000	0.077217
0.287000	0.077729
0.288000	0.078242
0.289000	0.078757
0.290000	0.079273
0.291000	0.079790
0.292000	0.080309
0.293000	0.080829
0.294000	0.081350
0.295000	0.081873
0.296000	0.082397
0.297000	0.082922
0.298000	0.083449
0.299000	0.083977
0.300000	0.084507
0.301000	0.085037
0.302000	0.085569
0.303000	0.086103
0.304000	0.086637
0.305000	0.087173
0.306000	0.087711
0.307000	0.088249
0.308000	0.088789
0.309000	0.089330
0.310000	0.089873
0.311000	0.090416
0.312000	0.090961
0.313000	0.091507
0.314000	0.092055
0.315000	0.092604
0.316000	0.093154
0.317000	0.093705
0.318000	0.094257
0.319000	0.094811
0.320000	0.095366
0.321000	0.095922
0.322000	0.096480
0.323000	0.097038
0.324000	0.097598
0.325000	0.098159
0.326000	0.098722
0.327000	0.099285
0.328000	0.099850
0.329000	0.100416
0.330000	0.100983
0.331000	0.101551
0.332000	0.102121
0.333000	0.102691
0.334000	0.103263
0.335000	0.103836
0.336000	0.104410
0.337000	0.104986
0.338000	0.105562
0.339000	0.106140
0.340000	0.106718
0.341000	0.107298
0.342000	0.107879
0.343000	0.108461
0.344000	0.109045
0.345000	0.109629
0.346000	0.110214
0.347000	0.110801
0.348000	0.111389
0.349000	0.111978
0.350000	0.112567
0.351000	0.113158
0.352000	0.113751
0.353000	0.114344
0.354000	0.114938
0.355000	0.115533
0.356000	0.116130
0.357000	0.116727
0.358000	0.117326
0.359000	0.117925
0.360000	0.118526
0.361000	0.119127
0.362000	0.119730
0.363000	0.120334
0.364000	0.120938
0.365000	0.121544
0.366000	0.122151
0.367000	0.122759
0.368000	0.123367
0.369000	0.123977
0.370000	0.124588
0.371000	0.125200
0.372000	0.125812
0.373000	0.126426
0.374000	0.127041
0.375000	0.127656
0.376000	0.128273
0.377000	0.128891
0.378000	0.129509
0.379000	0.130129
0.380000	0.130749
0.381000	0.131371
0.382000	0.131993
0.383000	0.132616
0.384000	0.133240
0.385000	0.133865
0.386000	0.134491
0.387000	0.135118
0.388000	0.135746
0.389000	0.136375
0.390000	0.137004
0.391000	0.137635
0.392000	0.138266
0.393000	0.138898
0.394000	0.139532
0.395000	0.140166
0.396000	0.140800
0.397000	0.141436
0.398000	0.142073
0.399000	0.142710
0.400000	0.143348
0.401000	0.143987
0.402000	0.144627
0.403000	0.145268
0.404000	0.145910
0.405000	0.146552
0.406000	0.147195
0.407000	0.147839
0.408000	0.148484
0.409000	0.149129
0.410000	0.149776
0.411000	0.150423
0.412000	0.151071
0.413000	0.151719
0.414000	0.152369
0.415000	0.153019
0.416000	0.153670
0.417000	0.154322
0.418000	0.154974
0.419000	0.155627
0.420000	0.156281
0.421000	0.156936
0.422000	0.157591
0.423000	0.158247
0.424000	0.158904
0.425000	0.159561
0.426000	0.160220
0.427000	0.160878
0.428000	0.161538
0.429000	0.162198
0.430000	0.162859
0.431000	0.163521
0.432000	0.164183
0.433000	0.164846
0.434000	0.165509
0.435000	0.166174
0.436000	0.166838
0.437000	0.167504
0.438000	0.168170
0.439000	0.168837
0.440000	0.169504
0.441000	0.170172
0.442000	0.170841
0.443000	0.171510
0.444000	0.172180
0.445000	0.172850
0.446000	0.173521
0.447000	0.174193
0.448000	0.174865
0.449000	0.175537
0.450000	0.176211
0.451000	0.176885
0.452000	0.177559
0.453000	0.178234
0.454000	0.178909
0.455000	0.179585
0.456000	0.180262
0.457000	0.180939
0.458000	0.181616
0.459000	0.182294
0.460000	0.182973
0.461000	0.183652
0.462000	0.184332
0.463000	0.185012
0.464000	0.185692
0.465000	0.186373
0.466000	0.187055
0.467000	0.187737
0.468000	0.188419
0.469000	0.189102
0.470000	0.189785
0.471000	0.190469
0.472000	0.191153
0.473000	0.191838
0.474000	0.192523
0.475000	0.193208
0.476000	0.193894
0.477000	0.194581
0.478000	0.195267
0.479000	0.195954
0.480000	0.196642
0.481000	0.197330
0.482000	0.198018
0.483000	0.198706
0.484000	0.199395
0.485000	0.200085
0.486000	0.200774
0.487000	0.201464
0.488000	0.202155
0.489000	0.202846
0.490000	0.203537
0.491000	0.204228
0.492000	0.204920
0.493000	0.205612
0.494000	0.206304
0.495000	0.206997
0.496000	0.207689
0.497000	0.208383
0.498000	0.209076
0.499000	0.209770
0.500000	0.210464
0.501000	0.211158
0.502000	0.211853
0.503000	0.212547
0.504000	0.213242
0.505000	0.213938
0.506000	0.214633
0.507000	0.215329
0.508000	0.216025
0.509000	0.216721
0.510000	0.217418
0.511000	0.218114
0.512000	0.218811
0.513000	0.219508
0.514000	0.220205
0.515000	0.220902
0.516000	0.221600
0.517000	0.222298
0.518000	0.222995
0.519000	0.223693
0.520000	0.224392
0.521000	0.225090
0.522000	0.225788
0.523000	0.226487
0.524000	0.227186
0.525000	0.227884
0.526000	0.228583
0.527000	0.229282
0.528000	0.229982
0.529000	0.230681
0.530000	0.231380
0.531000	0.232079
0.532000	0.232779
0.533000	0.233479
0.534000	0.234178
0.535000	0.234878
0.536000	0.235578
0.537000	0.236277
0.538000	0.236977
0.539000	0.237677
0.540000	0.238377
0.541000	0.239077
0.542000	0.239777
0.543000	0.240477
0.544000	0.241176
0.545000	0.241876
0.546000	0.242576
0.547000	0.243276
0.548000	0.243976
0.549000	0.244676
0.550000	0.245376
0.551000	0.246075
0.552000	0.246775
0.553000	0.247475
0.554000	0.248174
0.555000	0.248874
0.556000	0.249573
0.557000	0.250273
0.558000	0.250972
0.559000	0.251671
0.560000	0.252370
0.561000	0.253070
0.562000	0.253768
0.563000	0.254467
0.564000	0.255166
0.565000	0.255864
0.566000	0.256563
0.567000	0.257261
0.568000	0.257959
0.569000	0.258657
0.570000	0.259355
0.571000	0.260053
0.572000	0.260750
0.573000	0.261448
0.574000	0.262145
0.575000	0.262842
0.576000	0.263538
0.577000	0.264235
0.578000	0.264931
0.579000	0.265627
0.580000	0.266323
0.581000	0.267019
0.582000	0.267714
0.583000	0.268409
0.584000	0.269104
0.585000	0.269799
0.586000	0.270494
0.587000	0.271188
0.588000	0.271882
0.589000	0.272575
0.590000	0.273269
0.591000	0.273962
0.592000	0.274654
0.593000	0.275347
0.594000	0.276039
0.595000	0.276731
0.596000	0.277422
0.597000	0.278114
0.598000	0.278804
0.599000	0.279495
0.600000	0.280185
0.601000	0.280875
0.602000	0.281564
0.603000	0.282254
0.604000	0.282942
0.605000	0.283631
0.606000	0.284319
0.607000	0.285006
0.608000	0.285693
0.609000	0.286380
0.610000	0.287066
0.611000	0.287752
0.612000	0.288438
0.613000	0.289123
0.614000	0.289808
0.615000	0.290492
0.616000	0.291176
0.617000	0.291859
0.618000	0.292542
